,location,total_sqft,bath,price,bhk
2463,Green Glen Layout,1717.0,3.0,125.0,3
2464,Green Glen Layout,1250.0,2.0,75.0,2
2465,Green Glen Layout,1715.0,3.0,112.0,3
2466,Gubbalala,1470.0,2.0,82.0,3
2467,Gubbalala,1745.0,3.0,104.0,3
2468,Gubbalala,1745.0,3.0,115.0,3
2469,Gubbalala,1745.0,3.0,110.0,3
2470,Gubbalala,1650.0,3.0,71.0,3
2471,Gubbalala,2570.0,4.0,141.0,5
2472,Gubbalala,1205.0,2.0,70.0,2
2473,Gubbalala,1435.0,2.0,80.0,3
2474,Gubbalala,1475.0,2.0,80.0,2
2476,Gubbalala,1100.0,2.0,49.5,2
2477,Gubbalala,1060.0,2.0,46.0,2
2478,Gubbalala,2000.0,3.0,125.0,3
2480,Gunjur,1140.0,2.0,43.0,2
2481,Gunjur,1356.0,2.0,66.0,3
2482,Gunjur,1600.0,3.0,75.0,3
2483,Gunjur,2000.0,3.0,95.0,4
2484,Gunjur,1140.0,2.0,49.11,2
2485,Gunjur,1195.0,2.0,44.0,2
2486,Gunjur,1190.0,2.0,40.0,2
2487,Gunjur,1457.0,2.0,60.0,2
2488,Gunjur,1080.0,2.0,41.0,2
2491,Gunjur,1175.0,2.0,43.48,2
2492,Gunjur,1362.0,3.0,62.63,3
2493,Gunjur,1071.0,2.0,51.0,2
2494,Gunjur,1063.0,2.0,40.0,2
2495,Gunjur,1235.0,2.0,52.76,2
2496,Gunjur,1362.0,3.0,62.63,3
2497,Gunjur,1362.0,3.0,62.63,3
2498,Gunjur,1588.0,2.0,90.0,3
2499,Gunjur,1235.0,2.0,44.5,2
2500,Gunjur,1457.0,2.0,60.0,2
2501,Gunjur Palya,1050.0,2.0,43.0,2
2502,Gunjur Palya,1033.0,2.0,32.0,3
2503,Gunjur Palya,1400.0,3.0,45.0,3
2504,Gunjur Palya,993.0,2.0,42.0,2
2505,Gunjur Palya,1235.0,2.0,52.76,2
2506,HAL 2nd Stage,1490.0,2.0,300.0,3
2507,HAL 2nd Stage,2100.0,3.0,252.0,3
2508,HAL 2nd Stage,2700.0,3.0,500.0,3
2509,HAL 2nd Stage,2040.0,4.0,500.0,5
2510,HBR Layout,2800.0,2.0,200.0,3
2511,HBR Layout,1722.0,3.0,95.0,3
2512,HBR Layout,1200.0,2.0,60.0,2
2513,HBR Layout,1004.0,2.0,49.0,2
2514,HBR Layout,1783.0,3.0,125.0,3
2515,HBR Layout,1656.0,3.0,90.0,3
2516,HBR Layout,1089.0,2.0,60.0,2
2517,HBR Layout,1700.0,3.0,110.0,3
2518,HBR Layout,1198.0,2.0,65.0,2
2519,HBR Layout,1200.0,2.0,120.0,2
2520,HBR Layout,1832.0,3.0,160.0,3
2521,HRBR Layout,1374.0,2.0,95.0,2
2522,HRBR Layout,1440.0,2.0,98.0,2
2524,HRBR Layout,2800.0,3.0,250.0,3
2525,HRBR Layout,1210.0,2.0,75.0,2
2526,HRBR Layout,1265.0,2.0,78.0,2
2527,HRBR Layout,1170.0,2.0,75.0,2
2529,HRBR Layout,1900.0,3.0,90.0,4
2530,HRBR Layout,1625.0,3.0,120.0,3
2531,HRBR Layout,1301.0,2.0,120.0,2
2532,HRBR Layout,1145.0,2.0,68.5,2
2533,HRBR Layout,1300.0,2.0,90.0,2
2535,HSR Layout,1372.0,2.0,68.0,2
2537,HSR Layout,1475.0,3.0,75.0,3
2538,HSR Layout,1467.0,2.0,55.0,2
2539,HSR Layout,1140.0,2.0,46.0,2
2540,HSR Layout,1372.0,2.0,61.0,2
2541,HSR Layout,1750.0,3.0,95.0,3
2543,HSR Layout,1027.0,2.0,44.0,2
2544,HSR Layout,1650.0,3.0,110.0,3
2545,HSR Layout,1140.0,2.0,46.0,2
2546,HSR Layout,1372.0,2.0,61.0,2
2547,HSR Layout,1140.0,2.0,46.0,2
2548,HSR Layout,1185.0,2.0,60.0,2
2549,HSR Layout,1127.0,2.0,68.0,2
2550,HSR Layout,1600.0,2.0,115.0,3
2551,HSR Layout,1145.0,2.0,48.0,2
2552,HSR Layout,1009.0,2.0,56.0,2
2553,HSR Layout,1300.0,2.0,98.0,2
2555,HSR Layout,1140.0,2.0,46.0,2
2556,HSR Layout,1126.0,2.0,69.0,2
2558,HSR Layout,1140.0,2.0,46.0,2
2559,HSR Layout,1145.0,2.0,46.0,2
2560,HSR Layout,1142.0,2.0,65.0,2
2561,HSR Layout,1145.0,2.0,46.0,2
2562,HSR Layout,1844.0,3.0,95.0,3
2563,HSR Layout,1203.0,2.0,72.0,2
2564,HSR Layout,1140.0,2.0,46.0,2
2565,HSR Layout,4200.0,5.0,245.0,5
2566,HSR Layout,1140.0,2.0,46.0,2
2567,HSR Layout,1145.0,2.0,46.0,2
2568,HSR Layout,1009.0,2.0,56.0,2
2569,HSR Layout,1145.0,2.0,46.0,2
2570,HSR Layout,1100.0,2.0,44.0,2
2571,HSR Layout,1203.0,2.0,60.0,2
2572,HSR Layout,1120.0,2.0,70.0,2
2573,HSR Layout,1140.0,2.0,46.0,2
2574,HSR Layout,1289.0,2.0,70.0,2
2575,HSR Layout,1844.0,3.0,89.0,3
2576,HSR Layout,1203.0,2.0,60.0,2
2577,HSR Layout,1140.0,2.0,46.0,2
2578,Haralur Road,1240.0,2.0,70.0,2
2579,Haralur Road,1027.0,2.0,44.0,2
2581,Haralur Road,2805.0,5.0,154.0,4
2582,Haralur Road,1194.0,2.0,47.0,2
2583,Haralur Road,1202.0,2.0,53.0,2
2584,Haralur Road,1056.0,2.0,61.0,2
2586,Haralur Road,1810.0,3.0,100.0,3
2587,Haralur Road,1194.0,2.0,46.0,2
2588,Haralur Road,2805.0,4.0,154.0,4
2589,Haralur Road,1225.0,2.0,67.38,2
2590,Haralur Road,1243.0,2.0,46.0,2
2591,Haralur Road,1027.0,2.0,44.0,2
2592,Haralur Road,1920.0,3.0,115.0,3
2593,Haralur Road,1875.0,3.0,110.0,3
2594,Haralur Road,1194.0,2.0,47.0,2
2595,Haralur Road,1140.0,2.0,43.0,2
2596,Haralur Road,1027.0,2.0,44.0,2
2597,Haralur Road,1194.0,2.0,46.0,2
2598,Haralur Road,2017.0,3.0,125.0,3
2599,Haralur Road,1140.0,2.0,43.0,2
2600,Haralur Road,1875.0,3.0,110.0,3
2601,Haralur Road,1092.0,2.0,44.0,2
2602,Haralur Road,2475.0,4.0,130.0,3
2603,Haralur Road,1300.0,2.0,73.0,2
2604,Haralur Road,1194.0,2.0,47.0,2
2605,Haralur Road,1243.0,2.0,46.0,2
2606,Haralur Road,1850.0,3.0,110.0,3
2607,Haralur Road,1225.0,2.0,67.38,2
2608,Haralur Road,1243.0,2.0,46.0,2
2609,Haralur Road,1464.0,2.0,56.0,2
2610,Haralur Road,1230.0,2.0,78.0,2
2611,Haralur Road,1000.0,2.0,44.0,2
2612,Haralur Road,3185.0,2.0,175.0,4
2613,Haralur Road,1300.0,2.0,79.0,2
2614,Haralur Road,1444.0,2.0,80.0,3
2615,Haralur Road,1088.0,2.0,68.0,2
2616,Haralur Road,1027.0,2.0,44.0,2
2618,Haralur Road,1225.0,2.0,70.0,2
2620,Haralur Road,1194.0,2.0,46.0,2
2621,Haralur Road,1830.0,3.0,101.0,3
2622,Haralur Road,1464.0,2.0,56.0,2
2623,Haralur Road,1520.0,2.0,96.0,3
2624,Haralur Road,1300.0,2.0,75.0,2
2625,Haralur Road,2017.0,2.0,125.0,3
2626,Haralur Road,1243.0,2.0,46.0,2
2627,Haralur Road,1027.0,2.0,44.0,2
2628,Haralur Road,2805.0,5.0,160.0,4
2629,Haralur Road,1243.0,2.0,46.0,2
2630,Haralur Road,1027.0,2.0,44.0,2
2631,Haralur Road,2017.0,3.0,105.0,3
2632,Haralur Road,1243.0,2.0,46.0,2
2633,Haralur Road,1243.0,2.0,46.0,2
2634,Haralur Road,1520.0,2.0,90.0,3
2635,Haralur Road,1300.0,2.0,60.0,2
2636,Haralur Road,1985.0,3.0,130.0,3
2637,Haralur Road,1056.0,2.0,60.0,2
2638,Haralur Road,1140.0,2.0,42.0,2
2639,Haralur Road,1245.0,2.0,62.0,2
2640,Haralur Road,1140.0,2.0,58.0,2
2641,Haralur Road,1140.0,2.0,42.0,2
2642,Haralur Road,1027.0,2.0,43.0,2
2643,Haralur Road,1194.0,2.0,47.0,2
2644,Haralur Road,1194.0,2.0,47.0,2
2645,Haralur Road,1560.0,3.0,90.0,3
2646,Haralur Road,1520.0,2.0,85.0,3
2647,Haralur Road,1243.0,2.0,45.0,2
2648,Haralur Road,1027.0,2.0,44.0,2
2649,Haralur Road,1194.0,2.0,46.0,2
2650,Haralur Road,1650.0,3.0,100.0,3
2651,Haralur Road,1580.0,3.0,73.0,3
2652,Haralur Road,1243.0,2.0,46.0,2
2653,Haralur Road,1194.0,2.0,47.0,2
2654,Haralur Road,2805.0,4.0,154.0,4
2655,Haralur Road,1520.0,2.0,96.0,3
2656,Haralur Road,1510.0,3.0,83.05,3
2657,Haralur Road,1056.0,2.0,65.0,2
2658,Haralur Road,1810.0,3.0,100.0,3
2659,Haralur Road,1243.0,2.0,46.0,2
2660,Haralur Road,575.0,1.0,38.0,1
2661,Haralur Road,1194.0,2.0,46.0,2
2662,Haralur Road,1243.0,2.0,46.0,2
2663,Haralur Road,1194.0,2.0,46.0,2
2664,Haralur Road,1140.0,2.0,43.0,2
2665,Haralur Road,1850.0,3.0,120.0,3
2666,Haralur Road,1194.0,2.0,47.0,2
2667,Haralur Road,1194.0,2.0,47.0,2
2669,Haralur Road,1243.0,2.0,46.0,2
2670,Haralur Road,1710.0,3.0,85.0,3
2671,Haralur Road,1730.0,3.0,95.0,3
2672,Haralur Road,1243.0,2.0,46.0,2
2673,Haralur Road,1243.0,2.0,46.0,2
2674,Haralur Road,1243.0,2.0,46.0,2
2675,Haralur Road,1817.0,3.0,110.0,3
2676,Haralur Road,1225.0,2.0,77.0,2
2677,Haralur Road,1285.0,2.0,78.0,2
2678,Haralur Road,1225.0,2.0,67.48,2
2679,Haralur Road,1225.0,2.0,69.84,2
2680,Haralur Road,1200.0,2.0,46.0,2
2681,Haralur Road,1315.0,2.0,85.0,2
2682,Haralur Road,1976.0,3.0,92.0,3
2683,Haralur Road,1300.0,2.0,75.0,2
2684,Haralur Road,1309.0,2.0,82.0,2
2685,Haralur Road,1027.0,1.0,44.0,2
2686,Haralur Road,1243.0,2.0,46.0,2
2687,Haralur Road,1243.0,2.0,46.0,2
2688,Haralur Road,1140.0,2.0,43.0,2
2689,Haralur Road,1300.0,2.0,75.0,2
2690,Haralur Road,1243.0,2.0,46.0,2
2691,Haralur Road,1890.0,3.0,84.0,3
2692,Haralur Road,1230.0,2.0,67.65,2
2693,Haralur Road,1194.0,2.0,46.0,2
2694,Haralur Road,1092.0,2.0,44.0,2
2696,Haralur Road,1735.0,3.0,97.0,3
2697,Haralur Road,1810.0,3.0,97.83,3
2698,Haralur Road,1200.0,2.0,46.0,2
2699,Haralur Road,1243.0,2.0,46.0,2
2700,Haralur Road,1810.0,3.0,112.0,3
2701,Harlur,1174.0,2.0,69.0,2
2702,Harlur,1197.0,2.0,84.0,2
2703,Harlur,1757.0,3.0,132.0,3
2704,Harlur,1174.0,2.0,76.0,2
2705,Harlur,1754.0,3.0,125.0,3
2706,Harlur,1290.0,2.0,85.0,2
2707,Harlur,1752.12,3.0,116.0,3
2708,Harlur,1754.0,3.0,124.0,3
2709,Harlur,1152.0,2.0,69.0,2
2710,Harlur,1290.0,2.0,87.0,2
2711,Harlur,1749.0,3.0,115.0,3
2712,Harlur,2240.0,5.0,155.0,3
2713,Harlur,1758.0,3.0,133.0,3
2715,Harlur,1197.0,2.0,79.0,2
2716,Harlur,1174.0,2.0,78.0,2
2718,Harlur,1197.0,2.0,79.0,2
2720,Harlur,1174.0,2.0,75.0,2
2721,Harlur,1620.0,3.0,110.0,3
2724,Harlur,1762.0,3.0,133.0,3
2725,Harlur,1756.0,3.0,131.0,3
2726,Harlur,1755.0,3.0,130.0,3
2727,Harlur,1864.0,3.0,140.0,3
2728,Harlur,1331.0,2.0,88.0,2
2729,Harlur,1756.0,3.0,128.0,3
2730,Harlur,1749.0,3.0,120.0,3
2731,Harlur,1197.0,2.0,82.0,2
2732,Harlur,1303.0,2.0,90.0,2
2733,Harlur,1754.0,3.0,132.0,3
2734,Harlur,1174.0,2.0,75.0,2
2735,Harlur,1197.0,2.0,78.0,2
2736,Harlur,1290.0,2.0,89.9,2
2737,Harlur,1386.0,2.0,85.0,2
2738,Harlur,1174.0,2.0,74.0,2
2739,Harlur,1174.0,2.0,78.0,2
2740,Harlur,1755.0,3.0,115.0,3
2743,Harlur,1197.0,2.0,77.0,2
2744,Harlur,1752.12,3.0,125.0,3
2745,Harlur,2569.0,5.0,180.0,4
2746,Harlur,1197.0,2.0,76.0,2
2747,Harlur,1197.0,2.0,75.0,2
2748,Harlur,1755.0,3.0,117.0,3
2749,Harlur,1197.0,2.0,79.9,2
2750,Harlur,2990.0,4.0,225.0,4
2751,Harlur,1370.0,2.0,88.0,2
2752,Harlur,1335.0,2.0,72.76,2
2753,Hebbal,1760.0,2.0,123.0,3
2754,Hebbal,5611.0,4.0,477.0,4
2756,Hebbal,1349.0,2.0,98.2,2
2757,Hebbal,2483.0,5.0,212.0,4
2758,Hebbal,1760.0,2.0,130.0,3
2759,Hebbal,3450.0,5.0,260.0,3
2760,Hebbal,1920.0,3.0,134.0,3
2761,Hebbal,1337.0,2.0,82.0,2
2762,Hebbal,1349.0,2.0,98.0,2
2765,Hebbal,1790.0,3.0,127.0,3
2766,Hebbal,687.0,2.0,42.72,2
2767,Hebbal,2790.0,5.0,198.0,4
2768,Hebbal,1985.0,4.0,189.0,3
2769,Hebbal,2483.0,5.0,215.0,4
2770,Hebbal,1080.0,2.0,54.0,2
2771,Hebbal,812.0,2.0,55.0,2
2772,Hebbal,2790.0,4.0,198.0,4
2773,Hebbal,3067.0,4.0,230.0,4
2774,Hebbal,3067.0,4.0,230.0,4
2776,Hebbal,823.0,2.0,50.63,2
2777,Hebbal,1420.0,2.0,123.0,2
2779,Hebbal,1420.0,2.0,99.39,2
2780,Hebbal,4235.0,4.0,365.0,4
2781,Hebbal,1700.0,3.0,124.0,3
2782,Hebbal,3960.0,5.0,386.0,4
2783,Hebbal,1420.0,2.0,99.39,2
2785,Hebbal,1440.0,2.0,115.0,2
2787,Hebbal,2400.0,4.0,180.0,3
2789,Hebbal,1420.0,2.0,107.0,2
2790,Hebbal,1320.0,2.0,92.0,2
2791,Hebbal,919.0,2.0,49.0,2
2792,Hebbal,1645.0,3.0,135.0,3
2793,Hebbal,2080.0,3.0,175.0,3
2795,Hebbal,2483.0,5.0,230.0,4
2796,Hebbal,2600.0,3.0,195.0,3
2797,Hebbal,1645.0,3.0,117.0,3
2798,Hebbal,1251.0,2.0,88.73,2
2799,Hebbal,1645.0,3.0,121.0,3
2800,Hebbal,1760.0,3.0,123.0,3
2801,Hebbal,2790.0,4.0,198.0,4
2802,Hebbal,3960.0,5.0,386.0,4
2803,Hebbal,1645.0,3.0,120.0,3
2804,Hebbal,1255.0,2.0,90.0,3
2805,Hebbal,1645.0,3.0,117.0,3
2808,Hebbal,1636.0,3.0,119.0,3
2809,Hebbal,2661.0,2.0,226.5,3
2810,Hebbal,1255.0,2.0,95.0,3
2811,Hebbal,2790.0,4.0,198.0,4
2813,Hebbal,1255.0,2.0,95.0,3
2814,Hebbal,1088.0,2.0,61.45,2
2815,Hebbal,1349.0,2.0,97.8,2
2817,Hebbal,1344.0,2.0,108.0,2
2818,Hebbal,1255.0,2.0,90.0,3
2820,Hebbal,1138.0,2.0,110.0,2
2821,Hebbal,2790.0,5.0,204.0,4
2822,Hebbal,1088.0,2.0,62.0,2
2823,Hebbal,1987.0,4.0,165.0,3
2824,Hebbal,2790.0,5.0,198.0,4
2825,Hebbal,1299.0,2.0,100.0,2
2826,Hebbal,1200.0,2.0,60.0,2
2827,Hebbal,1645.0,3.0,117.0,3
2828,Hebbal,1390.0,2.0,95.0,2
2829,Hebbal,1333.0,2.0,100.0,2
2831,Hebbal,2650.0,4.0,199.0,3
2832,Hebbal,1800.0,3.0,140.0,3
2834,Hebbal,2470.0,4.0,203.0,4
2835,Hebbal,1255.0,2.0,95.0,3
2836,Hebbal,1333.0,2.0,104.0,2
2837,Hebbal,1645.0,3.0,117.0,3
2838,Hebbal,2600.0,3.0,199.0,3
2839,Hebbal,1345.0,2.0,97.0,2
2841,Hebbal,985.0,2.0,62.0,2
2842,Hebbal,1320.0,2.0,91.0,2
2843,Hebbal,2388.0,3.0,195.0,3
2844,Hebbal,1040.0,2.0,55.0,2
2846,Hebbal,2600.0,3.0,195.0,3
2847,Hebbal,2630.0,5.0,188.0,4
2848,Hebbal,2790.0,5.0,198.0,4
2849,Hebbal,1645.0,3.0,113.0,3
2851,Hebbal,1420.0,2.0,99.39,2
2853,Hebbal,3520.0,5.0,320.0,3
2854,Hebbal,1162.0,2.0,69.0,2
2855,Hebbal,1100.0,2.0,60.0,2
2856,Hebbal,4235.0,5.0,364.0,4
2857,Hebbal,1299.0,2.0,97.0,2
2859,Hebbal,2470.0,5.0,192.0,4
2860,Hebbal,1645.0,3.0,117.0,3
2861,Hebbal,1920.0,3.0,134.0,3
2863,Hebbal,1920.0,3.0,150.0,3
2864,Hebbal,2375.0,4.0,189.0,4
2865,Hebbal,1420.0,2.0,99.26,2
2866,Hebbal,1252.0,2.0,92.0,2
2867,Hebbal,2790.0,4.0,198.0,4
2868,Hebbal,1162.0,2.0,59.0,2
2869,Hebbal,1294.0,2.0,115.0,2
2870,Hebbal,4225.0,6.0,359.0,4
2871,Hebbal,1150.0,2.0,57.0,2
2872,Hebbal,1740.0,2.0,137.0,3
2874,Hebbal,1662.0,3.0,155.0,3
2875,Hebbal,2250.0,3.0,219.0,3
2876,Hebbal,1349.0,2.0,98.0,2
2877,Hebbal,4000.0,6.0,370.0,4
2878,Hebbal,1349.0,2.0,96.8,2
2879,Hebbal Kempapura,1700.0,3.0,155.0,3
2880,Hebbal Kempapura,1800.0,3.0,175.0,3
2881,Hebbal Kempapura,2900.0,4.0,300.0,3
2882,Hebbal Kempapura,3522.0,3.0,380.0,3
2883,Hebbal Kempapura,2280.0,5.0,200.0,5
2884,Hebbal Kempapura,1200.0,2.0,125.0,2
2885,Hebbal Kempapura,2900.0,4.0,240.0,3
2887,Hebbal Kempapura,1300.0,2.0,102.0,2
2888,Hebbal Kempapura,1466.0,2.0,140.0,3
2890,Hebbal Kempapura,1725.0,2.0,165.0,3
2891,Hebbal Kempapura,1200.0,3.0,125.0,3
2892,Hebbal Kempapura,3408.0,3.0,260.0,3
2893,Hebbal Kempapura,1485.0,3.0,132.0,2
2894,Hebbal Kempapura,1400.0,2.0,108.0,2
2895,Hebbal Kempapura,1800.0,3.0,150.0,3
2896,Hebbal Kempapura,2400.0,5.0,200.0,5
2897,Hebbal Kempapura,2800.0,5.0,220.0,5
2898,Hebbal Kempapura,1785.0,3.0,165.0,3
2899,Hebbal Kempapura,3729.0,4.0,384.0,4
2900,Hebbal Kempapura,1600.0,3.0,170.0,3
2901,Hebbal Kempapura,1730.0,3.0,175.0,3
2903,Hegde Nagar,1569.0,3.0,101.0,3
2904,Hegde Nagar,3000.0,7.0,210.0,6
2905,Hegde Nagar,2026.0,3.0,132.0,3
2906,Hegde Nagar,1801.0,3.0,115.0,3
2907,Hegde Nagar,1050.0,1.0,56.0,2
2908,Hegde Nagar,1341.0,2.0,97.0,2
2909,Hegde Nagar,2112.95,4.0,145.0,3
2910,Hegde Nagar,1703.0,3.0,113.0,3
2911,Hegde Nagar,1570.0,3.0,105.0,3
2912,Hegde Nagar,1801.0,3.0,140.0,3
2913,Hegde Nagar,1584.01,3.0,103.0,3
2914,Hegde Nagar,1965.0,4.0,125.0,3
2915,Hegde Nagar,1200.0,2.0,75.0,2
2916,Hegde Nagar,1847.0,3.0,135.0,3
2917,Hegde Nagar,1965.0,4.0,132.0,3
2918,Hegde Nagar,1703.0,3.0,125.0,3
2919,Hegde Nagar,1847.0,3.0,125.0,3
2920,Hegde Nagar,2144.6,4.0,145.0,3
2921,Hegde Nagar,1718.0,3.0,119.0,3
2922,Hegde Nagar,1847.0,3.0,123.0,3
2923,Hegde Nagar,1340.0,2.0,72.0,2
2924,Hegde Nagar,2087.01,3.0,115.0,3
2925,Hegde Nagar,1703.0,3.0,130.0,3
2926,Hegde Nagar,2087.01,4.0,135.0,3
2927,Hegde Nagar,1718.0,3.0,130.0,3
2928,Hegde Nagar,1884.0,4.0,118.0,3
2929,Hegde Nagar,1930.0,4.0,122.0,3
2930,Hegde Nagar,1584.01,3.0,104.0,3
2931,Hegde Nagar,1168.0,2.0,68.0,3
2932,Hegde Nagar,2162.03,4.0,129.0,3
2933,Hegde Nagar,2087.01,4.0,160.0,3
2934,Hegde Nagar,1000.0,2.0,66.0,2
2935,Hegde Nagar,1348.0,2.0,80.5,3
2936,Hennur,1075.0,2.0,52.0,2
2937,Hennur,1255.0,2.0,52.32,2
2938,Hennur,1225.0,2.0,57.0,2
2939,Hennur,1255.0,2.0,57.5,2
2940,Hennur,1259.0,2.0,57.0,2
2941,Hennur,1255.0,2.0,53.5,2
2942,Hennur,1285.0,2.0,60.0,2
2943,Hennur,1285.0,2.0,60.0,2
2944,Hennur,1100.0,2.0,60.0,2
2945,Hennur,1231.0,2.0,48.0,2
2946,Hennur,1255.0,2.0,58.0,2
2947,Hennur,1040.0,2.0,42.12,2
2948,Hennur,1255.0,2.0,54.5,2
2949,Hennur,1041.0,2.0,40.6,2
2951,Hennur,1255.0,2.0,55.5,2
2953,Hennur,1231.0,2.0,50.0,2
2954,Hennur,2500.0,5.0,125.0,5
2955,Hennur,1160.0,2.0,49.0,2
2956,Hennur,2400.0,3.0,135.0,3
2957,Hennur,1255.0,2.0,53.5,2
2958,Hennur,1255.0,2.0,55.5,2
2959,Hennur,1100.0,2.0,44.55,2
2960,Hennur,1255.0,2.0,57.5,2
2961,Hennur,960.0,2.0,48.0,2
2962,Hennur,1020.0,2.0,48.0,2
2963,Hennur,1255.0,2.0,52.32,2
2964,Hennur,1295.0,2.0,64.0,2
2965,Hennur,1935.0,3.0,102.0,3
2967,Hennur,1345.0,2.0,69.0,3
2968,Hennur,1255.0,2.0,58.0,2
2969,Hennur,1420.0,2.0,62.0,2
2970,Hennur,1155.0,2.0,54.5,2
2971,Hennur,1255.0,2.0,52.32,2
2972,Hennur,1255.0,2.0,52.35,2
2975,Hennur,1255.0,2.0,54.5,2
2976,Hennur,1830.0,2.0,113.0,3
2977,Hennur,1830.0,3.0,84.205,3
2978,Hennur,1255.0,2.0,55.5,2
2979,Hennur,1255.0,2.0,53.57,2
2980,Hennur,1255.0,2.0,56.5,2
2981,Hennur,1050.0,2.0,42.73,2
2982,Hennur,1295.0,2.0,62.0,2
2983,Hennur Road,2089.0,3.0,140.0,3
2984,Hennur Road,3203.0,2.0,224.5,4
2985,Hennur Road,5000.0,8.0,250.0,8
2986,Hennur Road,1385.0,2.0,83.09,2
2987,Hennur Road,1317.0,2.0,63.77,2
2989,Hennur Road,2264.0,3.0,159.0,3
2990,Hennur Road,1157.0,2.0,84.0,2
2991,Hennur Road,1904.0,3.0,120.0,3
2992,Hennur Road,1891.0,3.0,109.0,3
2993,Hennur Road,1561.0,3.0,95.0,3
2995,Hennur Road,2060.0,3.0,149.0,3
2996,Hennur Road,1482.0,2.0,92.0,3
2997,Hennur Road,1232.0,2.0,89.0,2
2998,Hennur Road,1065.0,2.0,42.6,2
3000,Hennur Road,1482.0,2.0,87.0,3
3001,Hennur Road,1891.0,3.0,139.0,3
3002,Hennur Road,1703.0,3.0,101.0,3
3003,Hennur Road,1232.0,2.0,69.61,2
3004,Hennur Road,987.0,2.0,49.0,2
3006,Hennur Road,2160.0,3.0,160.0,3
3008,Hennur Road,1680.0,3.0,99.27,3
3009,Hennur Road,1065.0,2.0,42.6,2
3010,Hennur Road,1385.0,2.0,83.09,2
3012,Hennur Road,2350.0,3.0,174.0,3
3013,Hennur Road,1586.0,3.0,93.94,3
3014,Hennur Road,1975.0,3.0,123.0,3
3016,Hennur Road,1290.0,2.0,94.5,3
3017,Hennur Road,901.0,2.0,49.5,2
3018,Hennur Road,1445.0,3.0,86.56,3
3019,Hennur Road,1482.0,2.0,97.0,3
3020,Hennur Road,1182.0,2.0,82.5,2
3022,Hennur Road,1036.0,2.0,59.46,2
3023,Hennur Road,1891.0,3.0,109.0,3
3024,Hennur Road,1232.0,2.0,69.61,2
3026,Hennur Road,2320.0,3.0,170.0,3
3027,Hennur Road,1936.0,3.0,118.0,3
3028,Hennur Road,1480.0,2.0,65.0,2
3029,Hennur Road,1590.0,3.0,96.5,3
3030,Hennur Road,1445.0,2.0,105.0,3
3031,Hennur Road,1036.0,2.0,59.45,2
3032,Hennur Road,1832.0,3.0,125.0,3
3033,Hennur Road,1359.0,2.0,104.0,2
3034,Hennur Road,1341.0,2.0,75.76,2
3035,Hennur Road,1040.0,2.0,50.0,2
3037,Hennur Road,1414.0,2.0,84.18,2
3038,Hennur Road,1949.0,3.0,133.0,3
3039,Hennur Road,1232.0,2.0,89.0,2
3040,Hennur Road,1250.0,2.0,77.88,3
3041,Hennur Road,2502.0,4.0,180.0,4
3042,Hennur Road,1831.0,3.0,110.0,3
3043,Hennur Road,1232.0,2.0,87.0,2
3044,Hennur Road,1232.0,2.0,74.0,2
3045,Hennur Road,1232.0,2.0,66.0,2
3046,Hennur Road,1341.0,2.0,95.0,2
3048,Hennur Road,1232.0,2.0,88.0,2
3049,Hennur Road,2365.0,4.0,175.0,3
3050,Hennur Road,1310.0,2.0,66.0,2
3052,Hennur Road,1015.0,2.0,50.0,2
3054,Hennur Road,2264.0,3.0,168.0,3
3055,Hennur Road,2002.0,3.0,120.0,3
3056,Hennur Road,1232.0,2.0,69.6,2
3057,Hennur Road,1195.0,2.0,73.0,2
3058,Hennur Road,1020.0,2.0,47.0,2
3059,Hennur Road,5100.0,6.0,375.0,5
3060,Hennur Road,1061.0,2.0,54.92,2
3062,Hennur Road,1020.0,2.0,45.0,2
3063,Hennur Road,2041.0,3.0,128.0,3
3064,Hennur Road,1232.0,2.0,87.0,2
3065,Hennur Road,1066.0,2.0,52.23,2
3066,Hennur Road,973.0,2.0,56.0,2
3067,Hennur Road,1255.0,2.0,84.0,2
3068,Hennur Road,1232.0,2.0,83.0,2
3069,Hennur Road,1832.0,3.0,116.0,3
3070,Hennur Road,2050.0,3.0,120.0,3
3071,Hennur Road,1445.0,2.0,86.69,3
3072,Hennur Road,1445.0,2.0,83.0,3
3075,Hennur Road,1654.0,3.0,97.8,3
3076,Hennur Road,1480.0,3.0,100.0,3
3077,Hennur Road,1450.0,3.0,88.6,3
3078,Hennur Road,1155.0,2.0,69.18,2
3079,Hennur Road,1053.0,2.0,53.0,2
3080,Hennur Road,1195.0,2.0,59.0,2
3081,Hennur Road,1904.0,3.0,129.0,3
3082,Hennur Road,1981.0,3.0,134.0,3
3083,Hennur Road,1155.0,2.0,69.18,2
3085,Hennur Road,1590.0,3.0,105.0,3
3086,Hennur Road,2041.0,3.0,138.0,3
3087,Hennur Road,1100.0,2.0,78.0,3
3088,Hennur Road,1880.0,4.0,154.0,4
3089,Hennur Road,1232.0,2.0,69.61,2
3090,Hennur Road,1748.0,3.0,103.0,3
3091,Hennur Road,1460.0,2.0,80.3,2
3093,Hennur Road,1933.0,3.0,140.0,3
3094,Hennur Road,1030.0,2.0,46.5,2
3095,Hennur Road,1232.0,2.0,69.61,2
3097,Hennur Road,1445.0,2.0,89.56,3
3098,Hennur Road,973.0,2.0,50.74,2
3100,Hennur Road,1305.0,2.0,77.0,3
